protein1,protein2,weight
NCBP2,SRSF7,0.9049049049049048
APOH,APOL1,0.9049049049049048
ITPA,PDE6D,0.9049049049049048
EIF4G1,PABPC4,0.9049049049049048
PDRG1,PFDN4,0.9049049049049048
PPP3R2,SOD1,0.9049049049049048
ENTPD3,NUDT2,0.9049049049049048
KCTD17,KLHL7,0.9049049049049048
NCBP2,NXF1,0.9049049049049048
CD34,IL3,0.9049049049049048
ADIPOQ,CEBPB,0.9049049049049048
CD34,THPO,0.9049049049049048
DENR,RPSA,0.9049049049049048
NAMPT,NT5C,0.9049049049049048
FGF22,KLB,0.9049049049049048
FZD5,WNT10B,0.9049049049049048
AOC3,DDC,0.9049049049049048
ACE2,FURIN,0.9049049049049048
CD44,COL9A3,0.9049049049049048
FZD10,GPC4,0.9049049049049048
GRAP2,SYK,0.9049049049049048
IARS1,YARS2,0.9049049049049048
RAD51,UBE2C,0.9049049049049048
GOLGA7,SPTLC1,0.9049049049049048
EFNB1,EPHA8,0.9049049049049048
APEX1,TDP1,0.9049049049049048
CD44,LGALS3,0.9049049049049048
COL15A1,COL18A1,0.9049049049049048
FGF7,PDGFRB,0.9049049049049048
CD38,NUDT12,0.9049049049049048
NUDT2,PKM,0.9049049049049048
SRPK2,SRSF6,0.9049049049049048
GRIA4,PICK1,0.9049049049049048
ANPEP,CHAC2,0.9049049049049048
NRAS,PRKCG,0.9049049049049048
PRKCG,PTK2,0.9049049049049048
FXR1,SND1,0.9049049049049048
RNF31,TNFAIP3,0.9049049049049048
ITPA,PDE5A,0.9049049049049048
FABP4,GOT2,0.9049049049049048
ENPP3,QPRT,0.9049049049049048
CREB3L2,MAPK3,0.9049049049049048
PRMT1,SYNCRIP,0.9049049049049048
GZMA,GZMB,0.9049049049049048
PNPO,YJEFN3,0.9049049049049048
ADA2,DCK,0.9049049049049048
RBM41,SNRPG,0.9049049049049048
DDX58,UBE2L6,0.9049049049049048
DCK,PDE4A,0.9049049049049048
BMP2,NEO1,0.9049049049049048
BAP1,CBX7,0.9049049049049048
BUD31,UBL5,0.9049049049049048
GAP43,NGF,0.9049049049049048
GNAI3,GRM4,0.9049049049049048
FCN1,FCN3,0.9049049049049048
DKK1,FZD1,0.9049049049049048
PDP1,PPTC7,0.9049049049049048
PDHX,PDK1,0.9049049049049048
ANXA2,RPS6KA1,0.9049049049049048
KIR2DL4,KIR3DL3,0.9049049049049048
HCK,SOS1,0.9049049049049048
KLRC1,KLRC3,0.9049049049049048
ACTN4,PIP4K2A,0.9049049049049048
HSCB,SDHAF1,0.9049049049049048
NAPB,VAMP2,0.9049049049049048
ID1,TCF12,0.9049049049049048
NT5C3B,NUDT16,0.9049049049049048
NHP2,SNRPD3,0.9049049049049048
PAX8,PRKCG,0.9049049049049048
SEPTIN6,SQSTM1,0.9049049049049048
MUTYH,PMS2,0.9049049049049048
CSNK2A2,SSRP1,0.9049049049049048
C1QBP,YBX1,0.9049049049049048
GNAI1,MMP14,0.9049049049049048
FGF18,FGF23,0.9049049049049048
GPX3,SOD2,0.9049049049049048
COPS8,PLCG1,0.9049049049049048
CEBPA,MYC,0.9049049049049048
FBLN1,HSPG2,0.9049049049049048
ELL2,NELFA,0.9049049049049048
FABP1,FABP4,0.9049049049049048
LNX1,UBB,0.9049049049049048
NAMPT,NT5C1A,0.9049049049049048
GUK1,PDE6H,0.9049049049049048
GMPR,PDE1B,0.9049049049049048
AP2A2,EHD2,0.9049049049049048
GSK3B,HSF1,0.9049049049049048
LNX1,UBC,0.9049049049049048
B3GALT5,HEXA,0.9049049049049048
BCL2,CTSO,0.9049049049049048
RTN1,SPAST,0.9049049049049048
ENO3,MINPP1,0.9049049049049048
OSMR,SHC1,0.9049049049049048
PCBP2,TIA1,0.9049049049049048
ENPP3,UCK2,0.9049049049049048
PLCD3,PTEN,0.9049049049049048
CGA,GNAS,0.9049049049049048
DYNLT3,SNX4,0.9049049049049048
GLUD2,IDH3G,0.9049049049049048
MED1,RPS6KB2,0.9039039039039038
CAMK4,CREB3L4,0.9039039039039038
CAMK4,CREB3L2,0.9039039039039038
FZD5,WNT16,0.9039039039039038
FGF7,KLB,0.9039039039039038
INPP5F,PLCB1,0.9039039039039038
DLAT,PC,0.9039039039039038
CAMK2A,PIK3C3,0.9039039039039038
ENO1,PGD,0.9039039039039038
CCT5,PSMG2,0.9039039039039038
ATP1B2,MAPK3,0.9039039039039038
SUMO2,SUMO3,0.9039039039039038
AKT3,NR4A1,0.9039039039039038
CCNA2,CCNE1,0.9039039039039038
GMPS,PDE5A,0.9039039039039038
CAMK4,CREB3L1,0.9039039039039038
FSHB,GNRH1,0.9039039039039038
PRKN,UBE2D3,0.9039039039039038
IFNA2,IL6,0.9039039039039038
UBA3,UBA5,0.9039039039039038
HPRT1,PDE5A,0.9039039039039038
ANGPT2,VWF,0.9039039039039038
BID,CTSZ,0.9039039039039038
FXYD2,PRKG1,0.9039039039039038
GNAQ,RGS21,0.9039039039039038
ENTPD2,NME1,0.9039039039039038
ACTN4,PIP4K2B,0.9039039039039038
LUM,MDM2,0.9039039039039038
DAXX,NR3C1,0.9039039039039038
IMPA1,INPP4B,0.9039039039039038
HPRT1,PDE3A,0.9039039039039038
ENTPD3,IMPDH1,0.9039039039039038
DCK,PDE4C,0.9039039039039038
FOXO1,SOD2,0.9039039039039038
CD22,CD5,0.9039039039039038
CTNNA2,YWHAB,0.9039039039039038
KCNMB3,PRKG1,0.9039039039039038
DAXX,TNFRSF1B,0.9039039039039038
GNAI3,MMP14,0.9039039039039038
NT5C1A,UPRT,0.9039039039039038
ATP5PF,NDUFV2,0.9039039039039038
CTNNB1,SLC9A3R1,0.9039039039039038
RAD18,UBE2I,0.9039039039039038
GNE,H6PD,0.9039039039039038
CAMK4,KPNA2,0.9039039039039038
FGF8,KLB,0.9039039039039038
SIRPG,TREM2,0.9039039039039038
GNAI3,MMP16,0.9039039039039038
BMP6,GREM2,0.9039039039039038
GLP1R,INS,0.9039039039039038
DLG4,LRFN1,0.9039039039039038
INPP5D,SRC,0.9039039039039038
FGF6,KLB,0.9039039039039038
LPCAT2,PLD3,0.9039039039039038
CREB3L2,MAPK1,0.9039039039039038
CCNB1,SPC25,0.9039039039039038
DCP1A,LSM4,0.9039039039039038
HK1,LCT,0.9039039039039038
MDH2,NIT2,0.9039039039039038
POLR3K,TCEA1,0.9039039039039038
GNAI1,MMP17,0.9039039039039038
HK3,LCT,0.9039039039039038
GCK,LCT,0.9039039039039038
GNAI3,MMP17,0.9039039039039038
FGF17,KLB,0.9039039039039038
HK2,LCT,0.9039039039039038
MRPL32,OTUD3,0.9039039039039038
MYO6,PDLIM4,0.9039039039039038
FZD2,WNT16,0.9039039039039038
CTNNA1,YWHAB,0.9039039039039038
CCNB1,SKA1,0.9039039039039038
DUT,NT5C2,0.9039039039039038
DUT,NT5C3B,0.9039039039039038
CREB3L2,MBTPS1,0.9039039039039038
MAPK9,PTPRR,0.9039039039039038
ADSL,PDE1B,0.9039039039039038
CHAC2,GPX5,0.9039039039039038
AKR1B1,GLB1,0.9039039039039038
RTF1,ZC3H8,0.9039039039039038
UBE2D2,UBE2D4,0.9039039039039038
BEX2,LDB1,0.9039039039039038
BAP1,CBX2,0.9039039039039038
EZR,PRKCG,0.9039039039039038
CUL3,DCUN1D5,0.9039039039039038
CAMK2B,PIK3C3,0.9039039039039038
NCF1,PRKCG,0.9039039039039038
PSMG2,PTGES3,0.9039039039039038
NCAM1,NCR1,0.9039039039039038
ADSL,PDE1A,0.9039039039039038
NPPB,NPPC,0.9039039039039038
MET,SEMA4D,0.9039039039039038
BCL6,STAT3,0.9039039039039038
SIRT1,TFAM,0.9039039039039038
COX5A,MDH2,0.9039039039039038
ASL,MDH2,0.9039039039039038
RNPC3,YBX1,0.9039039039039038
SOX2,STAT3,0.9039039039039038
ADSS2,IL4I1,0.9039039039039038
CSF2RB,KRAS,0.9039039039039038
CASP2,GABPB1,0.9039039039039038
ARF1,CLTC,0.9039039039039038
NUDT2,PKLR,0.9039039039039038
AGO2,RPP40,0.9039039039039038
NCR1,ULBP1,0.9039039039039038
RPS27A,STAMBP,0.9039039039039038
FGF5,KLB,0.9039039039039038
KLK7,SPINK5,0.9039039039039038
ATP1B2,MAPK1,0.9039039039039038
FGF10,KLB,0.9039039039039038
HNRNPA1,SSB,0.9039039039039038
FGF3,KLB,0.9039039039039038
CASP8,DIABLO,0.9039039039039038
DAPK1,DAPK2,0.9039039039039038
EZR,PRKCB,0.9039039039039038
DAPK2,DAPK3,0.9039039039039038
EGFR,EPHA2,0.9039039039039038
VAMP2,VAPA,0.9039039039039038
NAPA,VAMP1,0.9039039039039038
MDM2,RBBP6,0.9039039039039038
CCK,MLN,0.9039039039039038
NR1H2,OGT,0.9039039039039038
ALDH1A2,ALDH1A3,0.9039039039039038
NVL,PTGES3,0.9039039039039038
HSPA8,HSPB3,0.9039039039039038
EFNA2,EPHB2,0.9039039039039038
CCK,PYY,0.9039039039039038
ENTPD3,TK2,0.9039039039039038
RSPO1,WNT3A,0.9039039039039038
INPP5F,PLCD1,0.9039039039039038
INPP5F,PLCD3,0.9039039039039038
GCLM,LAP3,0.9039039039039038
MAPRE1,MTUS2,0.9039039039039038
TP53,TP53I3,0.9039039039039038
NAPB,STX7,0.9039039039039038
GUK1,PDE9A,0.9039039039039038
FREM1,ITGB1,0.9039039039039038
EIF2S1,EIF4B,0.9039039039039038
ALDH1A1,ALDH1A3,0.9039039039039038
KEAP1,TNFAIP1,0.9039039039039038
ADSS1,CANT1,0.9039039039039038
ERP44,LMAN1,0.9039039039039038
IFNA2,IRF3,0.9039039039039038
DNAJB11,MANF,0.9039039039039038
CTNNA3,YWHAE,0.9039039039039038
HDAC6,TRIM28,0.9039039039039038
SNRPC,SNU13,0.9039039039039038
KLRC1,NCR3,0.9039039039039038
PLAAT3,PLD3,0.9039039039039038
CANT1,PKM,0.9039039039039038
H2AC11,VRK1,0.9039039039039038
GMPS,PDE9A,0.9039039039039038
CSF3R,THPO,0.9039039039039038
LIPG,PLPP4,0.9039039039039038
HPSE,IDS,0.9039039039039038
MRPS14,TFB1M,0.9039039039039038
PIP4K2A,ROCK2,0.9039039039039038
COL1A1,POSTN,0.9039039039039038
KCTD13,KLHL41,0.9039039039039038
CAND1,SKP2,0.9039039039039038
IL4I1,MIF,0.9029029029029028
CDKN1A,CDKN2C,0.9029029029029028
IK,SF3B4,0.9029029029029028
RPL11,SBDS,0.9029029029029028
MLANA,TYRP1,0.9029029029029028
IFNL3,IL22RA2,0.9029029029029028
IFIH1,UBB,0.9029029029029028
ADAMTS4,MMP13,0.9029029029029028
RAB1A,RABIF,0.9029029029029028
ACAT2,MLYCD,0.9029029029029028
NEIL1,PNKP,0.9029029029029028
CTNNA3,YWHAH,0.9029029029029028
ABO,FUT9,0.9029029029029028
GOT2,PCK1,0.9029029029029028
ASPN,FRZB,0.9029029029029028
IFNL3,IL20RA,0.9029029029029028
ENPP3,PANK1,0.9029029029029028
EGLN2,PRKCB,0.9029029029029028
GNAQ,RGS13,0.9029029029029028
PYY,SST,0.9029029029029028
EGF,FLT1,0.9029029029029028
SMURF1,UBC,0.9029029029029028
CADM1,MPP6,0.9029029029029028
CAMK2B,NOS3,0.9029029029029028
ITPA,PDE3A,0.9029029029029028
BCL2L1,CTSO,0.9029029029029028
MAPRE1,XRCC4,0.9029029029029028
HSPB1,HSPB6,0.9029029029029028
CHMP6,VTA1,0.9029029029029028
FRG1,SNRPF,0.9029029029029028
PGAM1,PGAM4,0.9029029029029028
AHSP,HBG2,0.9029029029029028
GUK1,PDE1B,0.9029029029029028
MARS1,VARS1,0.9029029029029028
ELK1,PRKCG,0.9029029029029028
RBM39,SNRPA,0.9029029029029028
IFNA21,IFNA4,0.9029029029029028
ELK1,PRKCB,0.9029029029029028
CLEC4M,LSP1,0.9029029029029028
CTNNA2,YWHAQ,0.9029029029029028
RABIF,SHC1,0.9029029029029028
FGF7,MET,0.9029029029029028
NLGN3,PTPRD,0.9029029029029028
INPP5F,PLCG2,0.9029029029029028
GNRH2,MAPK1,0.9029029029029028
HPRT1,PDE2A,0.9029029029029028
CD36,CD9,0.9029029029029028
ADPGK,ALDOB,0.9029029029029028
AKR1B10,GLB1,0.9029029029029028
PDCD6IP,VTA1,0.9029029029029028
SNRPG,TXNL4B,0.9029029029029028
AKR1B10,TPH1,0.9029029029029028
HCLS1,SHANK3,0.9029029029029028
PRKCB,SPHK2,0.9029029029029028
RPP40,TARBP2,0.9029029029029028
MAP2K4,RAC3,0.9029029029029028
GPX3,GPX5,0.9029029029029028
ALPP,TPK1,0.9029029029029028
GNAS,IAPP,0.9029029029029028
PABPN1,SRSF6,0.9029029029029028
ALPL,PTS,0.9029029029029028
GSN,PIP4K2B,0.9029029029029028
RPP25,TARBP2,0.9029029029029028
ACAN,MMP3,0.9029029029029028
UBE2D3,WWP2,0.9029029029029028
CACYBP,GSK3A,0.9029029029029028
AP1G2,AP2B1,0.9029029029029028
HPRT1,PDE6H,0.9029029029029028
PIP4K2B,SCIN,0.9029029029029028
CXCL10,CXCL16,0.9029029029029028
EIF4H,EIF5,0.9029029029029028
GP1BB,SEPTIN5,0.9029029029029028
ATP2A3,KAT5,0.9029029029029028
CHAC2,GPX2,0.9029029029029028
IL6,LEPR,0.9029029029029028
IL4R,TYK2,0.9029029029029028
EFNA2,EPHA6,0.9029029029029028
POLR2E,RTF1,0.9029029029029028
CHAC1,TXNDC12,0.9029029029029028
BMPR1A,GDF2,0.9029029029029028
ACVR1B,INHBB,0.9029029029029028
CD274,IDO1,0.9029029029029028
CER1,WNT16,0.9029029029029028
MRPL21,SIL1,0.9029029029029028
INPP5F,PLCG1,0.9029029029029028
ACAD8,ETFA,0.9029029029029028
HSP90AB1,HSPBP1,0.9029029029029028
ARF3,NCF2,0.9029029029029028
F3,SERPINE1,0.9029029029029028
CTSG,RNASE3,0.9029029029029028
EPO,PRLR,0.9029029029029028
HMGA1,HMGA2,0.9029029029029028
ANPEP,GGCT,0.9029029029029028
GLTP,PLEKHA3,0.9029029029029028
PELO,RPS19,0.9029029029029028
EIF5A,EIF5A2,0.9029029029029028
IMPDH1,NT5C3A,0.9029029029029028
LAP3,P4HA2,0.9029029029029028
FHL1,STAT5B,0.9029029029029028
BCL2L1,CTSV,0.9029029029029028
ENTPD3,UPRT,0.9029029029029028
SEPTIN11,SQSTM1,0.9029029029029028
CRP,HP,0.9029029029029028
ATP1B3,MAPK1,0.9029029029029028
DUT,NT5E,0.9029029029029028
DHX9,SSRP1,0.9029029029029028
CALB2,NPY,0.9029029029029028
LAP3,PYCR1,0.9029029029029028
HPRT1,PDE6D,0.9029029029029028
DCK,PDE11A,0.9029029029029028
KLHL3,TNFAIP1,0.9029029029029028
RPS4X,SEC61B,0.9029029029029028
MYO6,RAC3,0.9029029029029028
ATP23,CETN2,0.9029029029029028
ATP1B3,MAPK3,0.9029029029029028
MFN1,TOMM20,0.9029029029029028
MAPK13,MAX,0.9029029029029028
KCNMB3,PRKACA,0.9029029029029028
AHSG,PLG,0.9029029029029028
DDOST,PDIA6,0.9029029029029028
HNRNPM,SRSF7,0.9029029029029028
GPX5,SOD2,0.9029029029029028
NBR1,TAX1BP1,0.9029029029029028
RPL38,SRP19,0.9029029029029028
COPS2,GRB2,0.9029029029029028
MAPK12,MAX,0.9029029029029028
CEL,PLEKHA3,0.9029029029029028
MAPK11,MAX,0.9029029029029028
DNAJC10,HSP90B1,0.9029029029029028
AKR1C3,PTS,0.9029029029029028
MRE11,XRCC1,0.9029029029029028
DDX58,IFNA1,0.9029029029029028
ALPP,PTS,0.9029029029029028
POLR2K,TCEA3,0.9029029029029028
CASP10,TNFRSF1A,0.9029029029029028
PSMD4,UFD1,0.9029029029029028
ATIC,NUDT16,0.9029029029029028
ENG,GIPC1,0.9029029029029028
AK4,ENPP3,0.9029029029029028
CAPZB,DYNLRB1,0.9029029029029028
RBM41,SNRPE,0.9029029029029028
ADH5,ALDH1A1,0.9029029029029028
BAP18,MAX,0.9029029029029028
KLRC3,KLRC4,0.9029029029029028
POLR3F,TBP,0.9029029029029028
DLG4,LRRTM2,0.9029029029029028
COCH,TECTB,0.9029029029029028
FZD5,WNT10A,0.9029029029029028
CXCL13,CXCL5,0.9029029029029028
LAP3,P4HA1,0.9029029029029028
AURKB,KLHL13,0.9029029029029028
UBE2D1,UBE2D4,0.9029029029029028
LRP1,LTF,0.9029029029029028
FGF10,FRS2,0.9029029029029028
BST1,PRKG1,0.9029029029029028
CD4,FCGR1A,0.9029029029029028
A4GALT,HEXB,0.9029029029029028
ENTPD1,NUDT2,0.9029029029029028
CCL11,IL9,0.9029029029029028
RAB1B,RAB8B,0.9029029029029028
IRAK4,NGFR,0.9029029029029028
DIMT1,RPS7,0.9029029029029028
AK5,ENPP3,0.9029029029029028
ASL,FH,0.9029029029029028
DPH2,DPH7,0.9029029029029028
DHX9,LIMD1,0.9029029029029028
STX10,STX3,0.9029029029029028
CEL,PLPP4,0.9029029029029028
IL10RB,STAT1,0.9029029029029028
ELL,TCEA1,0.9029029029029028
ELL,NELFA,0.9029029029029028
ASPA,GOT2,0.9029029029029028
UBC,UBE2A,0.9029029029029028
ASGR2,TG,0.9029029029029028
CHST6,SULT1B1,0.9029029029029028
CTH,MVK,0.9029029029029028
CHST6,SULT1C4,0.9029029029029028
AGO2,HSD17B10,0.9029029029029028
ALDOB,PGAM1,0.9029029029029028
LDB1,LMO3,0.9029029029029028
APP,CTSB,0.9029029029029028
BPNT2,INPP4A,0.901901901901902
ASNS,UBE2I,0.901901901901902
FZD7,GNAS,0.901901901901902
ATP1B3,PRKG1,0.901901901901902
GPD1L,SCN3B,0.901901901901902
NME7,NUDT16,0.901901901901902
EGFR,TRIM21,0.901901901901902
PRKCG,SPHK1,0.901901901901902
FGF1,HSPG2,0.901901901901902
FNBP1,SQSTM1,0.901901901901902
GLB1,HK2,0.901901901901902
FDPS,PMVK,0.901901901901902
ENPP3,SIRT2,0.901901901901902
GLB1,HK1,0.901901901901902
HNRNPA2B1,MBNL1,0.901901901901902
NT5C1A,QPRT,0.901901901901902
GSTA4,GSTO1,0.901901901901902
GCK,HNF1A,0.901901901901902
CDKN1B,DCAF12,0.901901901901902
BCL2L11,BMF,0.901901901901902
CHIA,NAGK,0.901901901901902
LRP6,WNT5B,0.901901901901902
COPS5,PLCG1,0.901901901901902
CEL,CTRB2,0.901901901901902
CHEK1,MCM6,0.901901901901902
CDH5,TEK,0.901901901901902
LRRK2,YWHAE,0.901901901901902
VARS1,WARS1,0.901901901901902
CCL22,CXCL8,0.901901901901902
LILRA6,RPL5,0.901901901901902
FGF8,NTRK1,0.901901901901902
F3,TFPI2,0.901901901901902
OTUD3,RPL5,0.901901901901902
ADSL,PDE2A,0.901901901901902
RPL11,ZNF593,0.901901901901902
ADSL,PDE7A,0.901901901901902
ATP1B1,PRKG1,0.901901901901902
IFNA1,NFKB1,0.901901901901902
HNRNPF,TRA2B,0.901901901901902
ENPP3,NADK2,0.901901901901902
CHAC1,PRDX6,0.901901901901902
NMRK2,NUDT12,0.901901901901902
AMY1A,AMY2A,0.901901901901902
CASP3,OCLN,0.901901901901902
RAB7A,VPS26A,0.901901901901902
ALPI,GCH1,0.901901901901902
PUS7,TRUB1,0.901901901901902
ECH1,PEX5,0.901901901901902
EGLN2,PRKCG,0.901901901901902
EGLN1,PRKCG,0.901901901901902
COPS7B,GRB2,0.901901901901902
DLG3,GDA,0.901901901901902
CHIT1,NAGK,0.901901901901902
CD4,CD7,0.901901901901902
IL4I1,TPO,0.901901901901902
ACOT12,DLAT,0.901901901901902
BEGAIN,DLG2,0.901901901901902
CRYL1,HSDL2,0.901901901901902
ENTPD1,NUDT16,0.901901901901902
KCTD13,KEAP1,0.901901901901902
KCTD13,KLHL12,0.901901901901902
SNU13,UBL5,0.901901901901902
RNF13,RPS27A,0.901901901901902
SFRP5,WNT3A,0.901901901901902
SMAD3,WWP1,0.901901901901902
BAIAP2,BRK1,0.901901901901902
ENPP3,UCK1,0.901901901901902
CTSB,GABPB1,0.901901901901902
KEAP1,KLHL2,0.901901901901902
CRK,NEDD9,0.901901901901902
ALPP,GCH1,0.901901901901902
ALPG,GCH1,0.901901901901902
CDKN1B,DCAF5,0.901901901901902
PITPNA,YWHAE,0.901901901901902
AKR1B10,PTS,0.901901901901902
LNX1,RPS27A,0.901901901901902
ERN1,TNF,0.901901901901902
DNAJB12,HSPA2,0.901901901901902
ALPI,PTS,0.901901901901902
CCNA2,ZWINT,0.901901901901902
GLP1R,GNAQ,0.901901901901902
OXSR1,WNK1,0.901901901901902
PSTPIP1,PTS,0.901901901901902
EGLN3,PRKCG,0.901901901901902
DHH,SOX9,0.901901901901902
BID,CTSF,0.901901901901902
ANAPC10,BMI1,0.901901901901902
CHD1L,XRCC6,0.901901901901902
PF4V1,SELP,0.901901901901902
IMPDH1,NUDT16,0.901901901901902
ALPL,GCH1,0.901901901901902
MIOX,UGT2A1,0.901901901901902
CREB3L1,PPARGC1A,0.901901901901902
CSF2RB,HRAS,0.901901901901902
IL12RB2,IL4,0.901901901901902
CSF2RB,NRAS,0.901901901901902
ALPL,TPK1,0.901901901901902
HABP4,RPL38,0.901901901901902
BAD,PPP3R2,0.901901901901902
EWSR1,HNRNPM,0.901901901901902
LRP8,SNX17,0.901901901901902
PKLR,RRM2B,0.901901901901902
CAMK2B,FLNA,0.901901901901902
MAP2K6,RAC3,0.901901901901902
MAP2K3,RAC3,0.901901901901902
ADSL,PDE11A,0.901901901901902
RANGAP1,SENP7,0.901901901901902
COQ7,COQ8B,0.901901901901902
APRT,PDE6D,0.901901901901902
PML,STAT1,0.901901901901902
BAD,PRKG1,0.901901901901902
PARK7,SOD3,0.901901901901902
GTPBP10,MRPL14,0.901901901901902
ITGB1,RGS14,0.901901901901902
APOF,APOM,0.901901901901902
ITPA,PDE11A,0.901901901901902
IL2,IL23R,0.901901901901902
DCK,PDE3A,0.901901901901902
CRK,MAP4K1,0.901901901901902
HDAC2,PRDM1,0.901901901901902
DERL1,UBE2J1,0.901901901901902
COX7A1,NDUFA2,0.901901901901902
GZMA,IL2RB,0.901901901901902
BID,CTSO,0.901901901901902
KLRC1,LILRB1,0.901901901901902
PSMC5,RAD23A,0.901901901901902
ARHGDIA,RHOB,0.901901901901902
MIOX,UGT1A8,0.901901901901902
ANAPC7,CBX2,0.901901901901902
BECN1,DYNLL1,0.901901901901902
ICAM2,MSN,0.901901901901902
FXYD2,MAPK1,0.901901901901902
CER1,WNT10A,0.901901901901902
RPS27A,WWP2,0.901901901901902
DUT,NT5C1A,0.901901901901902
DDX46,NCBP2,0.901901901901902
FADD,TANK,0.901901901901902
COX7A1,NDUFA5,0.901901901901902
SYT2,VAMP2,0.901901901901902
HPRT1,PDE1A,0.901901901901902
IGFBP3,TP53,0.901901901901902
ARHGEF1,RHOB,0.901901901901902
COASY,ENPP3,0.901901901901902
UBC,UBE2B,0.901901901901902
ENPP3,NMRK2,0.901901901901902
F8,PROS1,0.901901901901902
HTR2A,TPH1,0.901901901901902
MIOX,UGT1A6,0.901901901901902
C5,PPIF,0.901901901901902
MANBA,SGSH,0.901901901901902
MIOX,UGT2B15,0.901901901901902
MIOX,UGT1A1,0.901901901901902
PTPN11,UNC5C,0.901901901901902
LTF,LYZ,0.901901901901902
NUDT9,PGM2,0.901901901901902
IFNL2,IL22,0.901901901901902
APP,TREM2,0.901901901901902
AGFG1,GDI2,0.901901901901902
GDI2,RAB11B,0.901901901901902
HSPA2,STUB1,0.901901901901902
LRP6,SFRP1,0.901901901901902
SNX12,SNX5,0.901901901901902
HNRNPM,TARDBP,0.901901901901902
FXYD2,MAPK3,0.901901901901902
ENPP3,PPCDC,0.901901901901902
IRAK4,PPP2R1A,0.901901901901902
ATP1B4,MAPK1,0.9009009009009008
RHOA,SMURF2,0.9009009009009008
HDAC4,SIRT1,0.9009009009009008
ADSS2,ASPA,0.9009009009009008
NT5C3B,UPP2,0.9009009009009008
ADSS1,ASPA,0.9009009009009008
BUB1,RPS6KA6,0.9009009009009008
AOC1,SAT2,0.9009009009009008
ASPA,IL4I1,0.9009009009009008
MYO6,PAK3,0.9009009009009008
ENPP3,SIRT5,0.9009009009009008
ENPP3,GYG2,0.9009009009009008
ATP1B4,MAPK3,0.9009009009009008
B4GALT1,LCT,0.9009009009009008
B4GALT2,LCT,0.9009009009009008
FHL1,STAT5A,0.9009009009009008
GSTM1,TXNDC12,0.9009009009009008
PDXP,PHOSPHO2,0.9009009009009008
NDUFS4,PWWP3A,0.9009009009009008
ALPG,TPK1,0.9009009009009008
GUK1,PDE1A,0.9009009009009008
NADK2,SIRT6,0.9009009009009008
ALPG,PTS,0.9009009009009008
CHEK1,CUL1,0.9009009009009008
IRF1,STAT3,0.9009009009009008
NRP2,SEMA3E,0.9009009009009008
ASF1A,MCM6,0.9009009009009008
DEFB1,DEFB106A,0.9009009009009008
NRP2,PLXNC1,0.9009009009009008
APTX,POLB,0.9009009009009008
IFNG,IL27RA,0.9009009009009008
CAPZA1,TPPP,0.9009009009009008
GCK,GLB1,0.9009009009009008
IARS1,VARS1,0.9009009009009008
CUL1,SENP8,0.9009009009009008
ELANE,RNASE3,0.9009009009009008
ENPP3,SIRT6,0.9009009009009008
MDM2,TP63,0.9009009009009008
CD300C,LILRB2,0.9009009009009008
KIR3DL3,PTPN6,0.9009009009009008
CHAC2,GPX3,0.9009009009009008
FHL1,STAT1,0.9009009009009008
FHL1,STAT3,0.9009009009009008
CHAC2,GSR,0.9009009009009008
KDR,PLXNA1,0.9009009009009008
CD44,COL6A5,0.9009009009009008
GMPR,GMPR2,0.9009009009009008
NADK2,SIRT2,0.9009009009009008
KMO,TDO2,0.9009009009009008
HMG20A,KDM1A,0.9009009009009008
PRKCG,SPHK2,0.9009009009009008
ACAT2,HMGCR,0.9009009009009008
NMNAT1,NT5C1A,0.9009009009009008
CTNNA3,YWHAZ,0.9009009009009008
CTNNA3,YWHAB,0.9009009009009008
AKT2,GNRH2,0.9009009009009008
AKT3,GNRH2,0.9009009009009008
FETUB,MEP1A,0.9009009009009008
GNG12,PAK4,0.9009009009009008
GSTM3,TXNDC12,0.9009009009009008
ITCH,JUN,0.9009009009009008
SOCS3,STAT5B,0.9009009009009008
SOCS3,STAT5A,0.9009009009009008
FTO,METTL3,0.9009009009009008
CSF1,IL3,0.9009009009009008
BAP18,RUVBL1,0.9009009009009008
LSP1,RAF1,0.9009009009009008
CSF1,FLT3,0.9009009009009008
FASN,OLAH,0.9009009009009008
MLX,OGT,0.9009009009009008
CLU,SEMG1,0.9009009009009008
MINPP1,PLCD3,0.9009009009009008
IL7R,JAK2,0.9009009009009008
CTNNA3,YWHAQ,0.9009009009009008
C6,PPIF,0.9009009009009008
EMG1,EXOSC1,0.9009009009009008
GABPB1,TP63,0.9009009009009008
CSNK1D,TP63,0.9009009009009008
C9,PPIF,0.9009009009009008
IFNGR2,IL12RB1,0.9009009009009008
EGLN2,VHL,0.9009009009009008
CD14,TRIL,0.9009009009009008
GMPS,PDE2A,0.9009009009009008
UBE2D2,UBE2K,0.9009009009009008
LRRK2,MFN1,0.9009009009009008
RACK1,SEC61B,0.9009009009009008
GLUD2,MDH2,0.9009009009009008
HABP4,RPL5,0.9009009009009008
ACYP1,ALDH2,0.9009009009009008
ENAH,PFN1,0.9009009009009008
CHEK2,MRE11,0.9009009009009008
MDM2,TRIM28,0.9009009009009008
HSP90AA1,UCHL1,0.9009009009009008
GSPT2,PAPSS1,0.9009009009009008
RAD23A,UBE4A,0.9009009009009008
CADM1,SDCBP,0.9009009009009008
MAPRE1,PLK1,0.9009009009009008
MATK,NTRK3,0.9009009009009008
ADSL,PDE4A,0.9009009009009008
